지점,지점명,일시,평균기온(°C),일강수량(mm),일 최심신적설(cm)
268,진도군,20190320,12.4,15,
268,진도군,20190321,8.1,,
268,진도군,20190322,5.2,,
268,진도군,20190323,6.2,,
268,진도군,20190324,4.4,,
268,진도군,20190325,6.8,,
268,진도군,20190326,10.4,,
268,진도군,20190327,13.4,,
268,진도군,20190328,10.3,,
268,진도군,20190329,9.8,,
268,진도군,20190330,8.2,0.5,
268,진도군,20190331,6.9,,
268,진도군,20190401,8.7,,
268,진도군,20190402,7.7,,
268,진도군,20190403,6.4,,
268,진도군,20190404,7.9,,
268,진도군,20190405,10.6,,
268,진도군,20190406,11.1,,
268,진도군,20190407,12.3,11.5,
268,진도군,20190408,11.3,,
268,진도군,20190409,11.1,15.5,
268,진도군,20190410,8.3,2,
268,진도군,20190411,9.4,,
268,진도군,20190412,9.3,,
268,진도군,20190413,11.1,,
268,진도군,20190414,10.8,,
268,진도군,20190415,10,,
268,진도군,20190416,13.7,,
268,진도군,20190417,13.8,3.5,
268,진도군,20190418,14.3,,
268,진도군,20190419,15.1,,
268,진도군,20190420,14.8,,
268,진도군,20190421,15.7,,
268,진도군,20190422,17.7,,
268,진도군,20190423,16.9,7,
268,진도군,20190424,15.9,,
268,진도군,20190425,14,0.5,
268,진도군,20190426,10.3,1,
268,진도군,20190427,11.9,,
268,진도군,20190428,12.2,0.3,
268,진도군,20190429,12.7,24,
268,진도군,20190430,13.5,0.5,
268,진도군,20190501,12.3,,
268,진도군,20190502,13.2,,
268,진도군,20190503,14.9,,
268,진도군,20190504,15.8,,
268,진도군,20190505,16.9,,
268,진도군,20190506,13,,
268,진도군,20190507,12,,
268,진도군,20190508,13.9,,
268,진도군,20190509,15,,
268,진도군,20190510,16,,
268,진도군,20190511,15,,
268,진도군,20190512,18.3,,
268,진도군,20190513,18.8,,
268,진도군,20190514,20.1,,
268,진도군,20190515,20.3,,
268,진도군,20190516,20.9,,
268,진도군,20190517,19.6,12,
268,진도군,20190518,19.5,52,
268,진도군,20190519,19.7,4.5,
268,진도군,20190520,15.2,1.5,
268,진도군,20190521,15.3,,
268,진도군,20190522,17.6,,
268,진도군,20190523,19.5,,
268,진도군,20190524,21.4,,
268,진도군,20190525,20.7,,
268,진도군,20190526,21,3,
268,진도군,20190527,18.2,102.5,
268,진도군,20190528,14.8,,
268,진도군,20190530,19.3,,
268,진도군,20190531,16.1,3,
268,진도군,20190601,18,,
268,진도군,20190602,18.6,,
268,진도군,20190603,20,,
268,진도군,20190604,20.4,,
268,진도군,20190605,21,,
268,진도군,20190606,20.8,89.9,
268,진도군,20190607,18.6,2,
268,진도군,20190608,19.9,,
268,진도군,20190609,19.1,,
268,진도군,20190610,19.5,,
268,진도군,20190611,19,,
268,진도군,20190612,18.5,,
268,진도군,20190613,19.3,,
268,진도군,20190614,18.4,14,
268,진도군,20190615,18.9,,
268,진도군,20190616,19,,
268,진도군,20190617,20.3,,
268,진도군,20190618,21,0,
268,진도군,20190619,21,,
268,진도군,20190620,21.8,,
268,진도군,20190621,21.5,,
268,진도군,20190622,21.4,,
268,진도군,20190623,20.6,,
268,진도군,20190624,21.6,,
268,진도군,20190625,22,,
268,진도군,20190626,21.7,28,
268,진도군,20190627,22.6,2.5,
268,진도군,20190628,22.7,,
268,진도군,20190629,22.3,104,
268,진도군,20190630,22.3,0.1,
268,진도군,20190701,21.7,1.8,
268,진도군,20190702,22.7,,
268,진도군,20190703,22.2,,
268,진도군,20190704,22.4,,
268,진도군,20190705,24,,
268,진도군,20190706,23.8,,
268,진도군,20190707,22.2,1.5,
268,진도군,20190708,22.1,0.5,
268,진도군,20190709,22.6,,
268,진도군,20190710,21.3,53,
268,진도군,20190711,21.9,,
268,진도군,20190712,22.5,,
268,진도군,20190713,22.2,2.5,
268,진도군,20190714,23.6,,
268,진도군,20190715,23.2,,
268,진도군,20190716,23.4,,
268,진도군,20190717,23.6,23.5,
268,진도군,20190718,23.6,13.5,
268,진도군,20190719,24.5,17.5,
268,진도군,20190720,23.6,110,
268,진도군,20190721,25.1,7.5,
268,진도군,20190722,25.6,2.1,
268,진도군,20190723,25.6,,
268,진도군,20190724,25.6,0.1,
268,진도군,20190725,26,0.5,
268,진도군,20190726,26.1,8,
268,진도군,20190727,26.2,1,
268,진도군,20190728,26.8,1.5,
268,진도군,20190729,27.1,,
268,진도군,20190730,28,,
268,진도군,20190731,28,,
268,진도군,20190801,27.8,,
268,진도군,20190802,27.6,,
268,진도군,20190803,27.9,,
268,진도군,20190804,27.5,,
268,진도군,20190805,26.9,,
268,진도군,20190806,27.3,,
268,진도군,20190807,27.2,,
268,진도군,20190808,28.5,,
268,진도군,20190809,28.5,,
268,진도군,20190810,28.8,,
268,진도군,20190811,27.7,27.5,
268,진도군,20190812,27.8,41.5,
268,진도군,20190813,28.8,,
268,진도군,20190814,27,1.5,
268,진도군,20190815,26,0.5,
268,진도군,20190816,25.5,0.3,
268,진도군,20190817,26.2,,
268,진도군,20190818,25.1,,
268,진도군,20190819,24.2,,
268,진도군,20190820,26.2,,
268,진도군,20190821,26.9,2.5,
268,진도군,20190822,26.2,7.5,
268,진도군,20190823,24.2,,
268,진도군,20190824,23.4,,
268,진도군,20190825,22.9,,
268,진도군,20190826,23.7,,
268,진도군,20190827,24,62.5,
268,진도군,20190828,23.3,1,
268,진도군,20190829,22,1,
268,진도군,20190830,22.5,,
268,진도군,20190831,22.2,,
268,진도군,20190901,21.2,4.5,
268,진도군,20190902,21.8,6,
268,진도군,20190903,23.7,36.5,
268,진도군,20190904,24.8,9,
268,진도군,20190905,24.7,13,
268,진도군,20190906,26,7.5,
268,진도군,20190907,25.1,20,
268,진도군,20190908,23.6,7,
268,진도군,20190909,25,44.5,
268,진도군,20190910,25.4,,
268,진도군,20190911,24.3,0.1,
268,진도군,20190912,24.3,,
268,진도군,20190913,22.6,,
268,진도군,20190914,22.7,,
268,진도군,20190915,23.1,,
268,진도군,20190916,22.8,,
268,진도군,20190917,22.3,,
268,진도군,20190918,21.2,,
268,진도군,20190919,19.4,,
268,진도군,20190920,20.4,,
268,진도군,20190921,18.3,53.5,
268,진도군,20190922,19.3,92.5,
268,진도군,20190923,18.8,,
268,진도군,20190924,17.5,,
268,진도군,20190925,18.9,,
268,진도군,20190926,20.4,,
268,진도군,20190927,22.3,,
268,진도군,20190928,23.5,,
268,진도군,20190929,22.1,,
268,진도군,20190930,22.1,,
268,진도군,20191001,22.4,12.5,
268,진도군,20191002,22.1,202,
268,진도군,20191003,22,1.5,
268,진도군,20191004,21.4,,
268,진도군,20191005,18.4,,
268,진도군,20191006,19.5,,
268,진도군,20191007,18.9,16,
268,진도군,20191008,18,,
268,진도군,20191009,14.7,,
268,진도군,20191010,15.1,,
268,진도군,20191011,18.3,,
268,진도군,20191012,17.9,,
268,진도군,20191013,16.5,,
268,진도군,20191014,15.5,,
268,진도군,20191015,14,,
268,진도군,20191016,14.7,,
268,진도군,20191019,18.1,,
268,진도군,20191020,17,,
268,진도군,20191021,15.6,,
268,진도군,20191022,16.1,,
268,진도군,20191023,17.5,,
268,진도군,20191024,17.4,,
268,진도군,20191025,16.9,,
268,진도군,20191026,14.5,,
268,진도군,20191027,13,,
268,진도군,20191028,11.8,,
268,진도군,20191029,15.2,,
268,진도군,20191030,13.3,,
268,진도군,20191031,12.4,,
268,진도군,20191101,14.1,,
268,진도군,20191102,14.3,,
268,진도군,20191103,15.2,,
268,진도군,20191104,12.9,0.5,
268,진도군,20191105,12.4,,
268,진도군,20191106,13,,
268,진도군,20191107,13.6,,
268,진도군,20191108,11.5,,
268,진도군,20191109,11.4,,
268,진도군,20191110,12.2,1,
268,진도군,20191111,15,,
268,진도군,20191112,12.1,,
268,진도군,20191113,11.8,0.4,
268,진도군,20191114,7,0.5,
268,진도군,20191115,9,,
268,진도군,20191116,12.6,,
268,진도군,20191117,19.4,0.1,
268,진도군,20191118,11.1,9,
268,진도군,20191119,8.8,,
268,진도군,20191120,6.3,,
268,진도군,20191121,8.7,,
268,진도군,20191122,13.2,,
268,진도군,20191123,14.9,0.4,
268,진도군,20191124,15,1.5,
268,진도군,20191125,7.1,,
268,진도군,20191126,8.8,0,
268,진도군,20191127,9.2,0.4,
268,진도군,20191128,7.5,,
268,진도군,20191129,6.3,,
268,진도군,20191130,6.7,0.1,
268,진도군,20191201,7.7,18,
268,진도군,20191203,5.8,,
268,진도군,20191204,4.9,,
268,진도군,20191205,3.6,0.1,
268,진도군,20191206,0.2,,
268,진도군,20191207,3.4,,
268,진도군,20191208,4.6,,
268,진도군,20191209,5.1,,
268,진도군,20191210,8.4,,
268,진도군,20191211,8.6,,
268,진도군,20191212,5,,
268,진도군,20191213,3,,
268,진도군,20191214,6,0,
268,진도군,20191215,6.7,,
268,진도군,20191216,12.7,,
268,진도군,20191217,11.7,2,
268,진도군,20191218,6.4,,
268,진도군,20191219,5.1,,
268,진도군,20191220,3.7,,
268,진도군,20191221,1.9,,
268,진도군,20191222,5.4,,
268,진도군,20191223,5.8,0.5,
268,진도군,20191224,4.6,,
268,진도군,20191225,5,,
268,진도군,20191226,6.1,1,
268,진도군,20191227,3.9,,
268,진도군,20191228,1.6,,
268,진도군,20191229,7.1,9.5,
268,진도군,20191230,7.6,,
268,진도군,20191231,-0.3,0,
268,진도군,20200101,0.6,,
268,진도군,20200102,2.7,,
268,진도군,20200103,5.4,,
268,진도군,20200104,3,,
268,진도군,20200105,4.2,,
268,진도군,20200106,10.3,13.5,
268,진도군,20200107,15.9,13.5,
268,진도군,20200108,5.8,0.5,
268,진도군,20200109,4.8,,
268,진도군,20200110,3.8,,
268,진도군,20200111,5,,
268,진도군,20200112,4.9,,
268,진도군,20200113,3.8,0,
268,진도군,20200114,2.3,,
268,진도군,20200115,1.3,,
268,진도군,20200116,2.9,,
268,진도군,20200117,3.6,,
268,진도군,20200118,4.3,,
268,진도군,20200119,5,,
268,진도군,20200120,5.7,,
268,진도군,20200121,3.7,,
268,진도군,20200122,6.3,12.5,
268,진도군,20200123,7.1,0.5,
268,진도군,20200124,6.3,,
268,진도군,20200125,6.7,,
268,진도군,20200126,7.4,1.5,
268,진도군,20200127,6.3,27,
268,진도군,20200128,6.2,0,
268,진도군,20200129,6.6,,
268,진도군,20200130,6.3,,
268,진도군,20200131,4.9,,
268,진도군,20200201,4.9,,
268,진도군,20200202,4.1,,
268,진도군,20200203,2.7,0,
268,진도군,20200204,1.3,,
268,진도군,20200205,-0.3,0.5,
268,진도군,20200206,-1.6,,
268,진도군,20200207,1.5,,
268,진도군,20200208,3.9,0,
268,진도군,20200209,3.3,,
268,진도군,20200210,6.5,,
268,진도군,20200211,6.5,0.5,
268,진도군,20200212,11,9,
268,진도군,20200213,7.8,,
268,진도군,20200214,8.9,,
268,진도군,20200215,10.8,3.1,
268,진도군,20200216,2.2,5,
268,진도군,20200217,-0.2,2.2,
268,진도군,20200218,2.2,0,
268,진도군,20200219,4,,
268,진도군,20200220,6,,
268,진도군,20200221,8.1,3.9,
268,진도군,20200222,7.9,,
268,진도군,20200223,4.3,,
268,진도군,20200224,8.6,0,
268,진도군,20200225,12.9,1.4,
268,진도군,20200226,8,0.1,
268,진도군,20200227,6.6,,
268,진도군,20200228,8.1,1.8,
268,진도군,20200229,8,,
268,진도군,20200301,7.1,,
268,진도군,20200302,5.4,,
268,진도군,20200303,6.9,,
268,진도군,20200304,5.3,,
268,진도군,20200305,3.4,,
268,진도군,20200306,5,,
268,진도군,20200307,6.5,0.5,
268,진도군,20200308,7.2,,
268,진도군,20200309,9.5,10,
268,진도군,20200310,6.9,6.2,
268,진도군,20200311,5.2,,
268,진도군,20200312,5.2,,
268,진도군,20200313,6.2,,
268,진도군,20200314,6.5,,
268,진도군,20200315,7.8,0.2,
268,진도군,20200316,4.6,,
268,진도군,20200317,9.3,,
268,진도군,20200318,11.1,,
268,진도군,20200319,10.7,,
268,진도군,20200320,9.7,,
268,진도군,20200321,15,,
268,진도군,20200322,11.5,,
268,진도군,20200323,9.3,,
268,진도군,20200324,9,,
268,진도군,20200325,12.4,0,
268,진도군,20200326,15.5,9.2,
268,진도군,20200327,9.2,0.6,
268,진도군,20200328,7.3,,
268,진도군,20200329,8.9,,
268,진도군,20200330,10.2,,
268,진도군,20200331,10.2,,
268,진도군,20200401,9.7,0.2,
268,진도군,20200402,9.8,,
268,진도군,20200403,9.7,,
268,진도군,20200404,8,,
268,진도군,20200405,7.4,,
268,진도군,20200406,8.3,,
268,진도군,20200407,10.5,,
268,진도군,20200408,10.2,,
268,진도군,20200409,9.4,,
268,진도군,20200410,10.4,,
268,진도군,20200411,7.7,12.1,
268,진도군,20200412,8.9,0.9,
268,진도군,20200413,8.7,,
268,진도군,20200414,9.5,,
268,진도군,20200415,9.2,,
268,진도군,20200416,11.6,,
268,진도군,20200417,13.3,24.7,
268,진도군,20200418,10.6,,
268,진도군,20200419,11.6,23.6,
268,진도군,20200420,11.7,,
268,진도군,20200421,10,,
268,진도군,20200422,9.3,,
268,진도군,20200423,9.5,,
268,진도군,20200424,10.4,,
268,진도군,20200425,14.6,,
268,진도군,20200426,12.2,,
268,진도군,20200427,11.1,,
268,진도군,20200428,11.2,,
268,진도군,20200429,13,,
268,진도군,20200430,17.9,,
268,진도군,20200501,20,,
268,진도군,20200502,19.1,1.2,
268,진도군,20200503,17.4,80.2,
268,진도군,20200504,16.6,,
268,진도군,20200505,15.3,,
268,진도군,20200506,18.1,,
268,진도군,20200507,16.9,,
268,진도군,20200508,17.9,3.7,
268,진도군,20200509,16.5,83.5,
268,진도군,20200510,14.1,0.2,
268,진도군,20200511,16,,
268,진도군,20200512,15.4,,
268,진도군,20200513,14.6,,
268,진도군,20200514,17.6,0,
268,진도군,20200515,18.3,24.8,
268,진도군,20200516,16.2,1.7,
268,진도군,20200517,16.7,,
268,진도군,20200518,17.9,2,
268,진도군,20200519,14.2,,
268,진도군,20200520,14.4,,
268,진도군,20200521,15.8,,
268,진도군,20200522,17.1,,
268,진도군,20200523,17.8,,
268,진도군,20200524,18.4,,
268,진도군,20200525,16,,
268,진도군,20200526,17.1,,
268,진도군,20200527,17.2,,
268,진도군,20200528,16.9,,
268,진도군,20200529,18.8,,
268,진도군,20200530,19.4,0.1,
268,진도군,20200531,18.2,15.5,
268,진도군,20200601,18.5,,
268,진도군,20200602,18.1,,
268,진도군,20200603,20.7,,
268,진도군,20200604,21.9,,
268,진도군,20200605,21.7,,
268,진도군,20200606,21.3,,
268,진도군,20200607,21.2,,
268,진도군,20200608,22.5,,
268,진도군,20200609,24,,
268,진도군,20200610,23.6,7.1,
268,진도군,20200611,23.4,0.9,
268,진도군,20200612,22.7,32.6,
268,진도군,20200613,23.4,21.4,
268,진도군,20200614,22.2,14.8,
268,진도군,20200615,21.6,,
268,진도군,20200616,22.4,,
268,진도군,20200617,20.3,12.3,
268,진도군,20200618,18.7,119.6,
268,진도군,20200619,21.2,4,
268,진도군,20200620,21.7,,
268,진도군,20200621,22,,
268,진도군,20200622,22,,
268,진도군,20200623,23.6,,
268,진도군,20200624,23.5,50.1,
268,진도군,20200625,22.3,0.1,
268,진도군,20200626,22.7,,
268,진도군,20200627,23.2,,
268,진도군,20200628,22.6,,
268,진도군,20200629,21.9,60.9,
268,진도군,20200630,20.3,0.5,
268,진도군,20200701,,0,
268,진도군,20200703,,27.6,
268,진도군,20200704,19.6,0.7,
268,진도군,20200705,21.4,0,
268,진도군,20200706,22.1,0,
268,진도군,20200707,23.1,,
268,진도군,20200708,22.4,,
268,진도군,20200709,23.6,7,
268,진도군,20200710,23.4,24.8,
268,진도군,20200711,23,,
268,진도군,20200712,21.9,30.4,
268,진도군,20200713,23,75.7,
268,진도군,20200714,19.9,0,
268,진도군,20200715,20.6,0.3,
268,진도군,20200716,21.2,0,
268,진도군,20200717,21.7,,
268,진도군,20200718,21.9,17.1,
268,진도군,20200719,25.6,0,
268,진도군,20200720,24.2,13.2,
268,진도군,20200721,22.6,8.1,
268,진도군,20200722,22.5,9.3,
268,진도군,20200723,23.8,51.7,
268,진도군,20200724,20.7,0.7,
268,진도군,20200725,21.5,0,
268,진도군,20200726,21.3,,
268,진도군,20200727,22.7,19.3,
268,진도군,20200728,25,32,
268,진도군,20200729,26.4,1.6,
268,진도군,20200730,26.9,0.7,
268,진도군,20200731,26.9,,
268,진도군,20200801,26.8,,
268,진도군,20200802,27.8,,
268,진도군,20200803,27.5,,
268,진도군,20200804,28,,
268,진도군,20200805,28,5.3,
268,진도군,20200806,27.1,1.7,
268,진도군,20200807,26.5,34.7,
268,진도군,20200808,27.1,1.7,
268,진도군,20200809,27.7,0,
268,진도군,20200810,27.9,0.2,
268,진도군,20200811,27.9,1,
268,진도군,20200812,28.5,0.4,
268,진도군,20200813,27.9,,
268,진도군,20200814,28.6,,
268,진도군,20200815,28.6,,
268,진도군,20200816,28.3,,
268,진도군,20200817,27.7,,
268,진도군,20200818,26.7,,
268,진도군,20200819,26.4,,
268,진도군,20200820,25.8,,
268,진도군,20200821,26.2,,
268,진도군,20200822,25.9,0.1,
268,진도군,20200823,26.4,,
268,진도군,20200824,27.8,,
268,진도군,20200825,29.2,,
268,진도군,20200826,27.4,51.1,
268,진도군,20200827,27,0,
268,진도군,20200828,27.7,0,
268,진도군,20200829,26.6,4.1,
268,진도군,20200830,26.9,0,
268,진도군,20200831,27.6,,
268,진도군,20200901,26.7,0,
268,진도군,20200902,25,98.2,
268,진도군,20200903,23,10.7,
268,진도군,20200904,22.9,,
268,진도군,20200905,21.2,,
268,진도군,20200906,21.2,20.1,
268,진도군,20200907,21.7,144.8,
268,진도군,20200908,25.1,,
268,진도군,20200909,23.5,4.7,
268,진도군,20200910,23.3,,
268,진도군,20200911,21.9,2.4,
268,진도군,20200912,21.8,10.2,
268,진도군,20200913,21.9,1.9,
268,진도군,20200914,22,,
268,진도군,20200915,22.5,,
268,진도군,20200916,22.7,6.8,
268,진도군,20200917,20.8,5,
268,진도군,20200918,19.3,3.7,
268,진도군,20200919,19.2,,
268,진도군,20200920,18.9,,
268,진도군,20200921,18.4,,
268,진도군,20200922,18.8,,
268,진도군,20200923,19.9,,
268,진도군,20200924,20.5,0.6,
268,진도군,20200925,20.8,,
268,진도군,20200926,20.4,,
268,진도군,20200927,19.8,,
268,진도군,20200928,19,,
268,진도군,20200929,19.4,,
268,진도군,20200930,19.7,,
268,진도군,20201001,18.5,,
268,진도군,20201002,19.8,,
268,진도군,20201003,21,0.3,
268,진도군,20201004,19.4,0.2,
268,진도군,20201005,17,,
268,진도군,20201006,16.6,,
268,진도군,20201007,16.9,,
268,진도군,20201008,17.1,,
268,진도군,20201009,15.1,,
268,진도군,20201010,16.2,,
268,진도군,20201011,18.2,,
268,진도군,20201012,18.3,,
268,진도군,20201013,16.3,,
268,진도군,20201014,16.8,,
268,진도군,20201015,15.3,,
268,진도군,20201016,13.4,,
268,진도군,20201017,13.7,,
268,진도군,20201018,15.4,,
268,진도군,20201019,14.8,,
268,진도군,20201020,13.8,,
268,진도군,20201021,14.3,24.4,
268,진도군,20201022,14.7,,
268,진도군,20201023,13.5,,
268,진도군,20201024,13,,
268,진도군,20201025,14.4,,
268,진도군,20201026,12.3,,
268,진도군,20201027,13.5,,
268,진도군,20201028,15.5,,
268,진도군,20201029,13.7,,
268,진도군,20201030,12.1,,
268,진도군,20201031,13.5,,
268,진도군,20201101,15.1,1.8,
268,진도군,20201102,12.8,0.3,
268,진도군,20201103,10.6,1,
268,진도군,20201104,9.1,,
268,진도군,20201105,10.9,,
268,진도군,20201106,14.4,,
268,진도군,20201107,13.7,,
268,진도군,20201108,12.1,,
268,진도군,20201109,9.1,,
268,진도군,20201110,10.1,,
268,진도군,20201111,9.7,,
268,진도군,20201112,9.1,,
268,진도군,20201113,10.8,,
268,진도군,20201114,12.4,,
268,진도군,20201115,12.3,,
268,진도군,20201116,14.3,,
268,진도군,20201117,19.5,0,
268,진도군,20201118,21.2,0.3,
268,진도군,20201119,18.2,10.3,
268,진도군,20201120,10.4,,
268,진도군,20201121,10.7,,
268,진도군,20201122,10.8,3,
268,진도군,20201123,8,,
268,진도군,20201124,8.4,,
268,진도군,20201125,9.8,,
268,진도군,20201126,10.3,,
268,진도군,20201127,9.3,,
268,진도군,20201128,6.6,,
268,진도군,20201129,6.8,0.6,
268,진도군,20201130,6.3,,
268,진도군,20201201,5.1,,
268,진도군,20201202,6.2,,
268,진도군,20201203,5.8,,
268,진도군,20201204,4.3,,
268,진도군,20201205,3.9,,
268,진도군,20201206,3.7,,
268,진도군,20201207,5.7,,
268,진도군,20201208,4.2,,
268,진도군,20201209,3.3,,
268,진도군,20201210,6,,
268,진도군,20201211,7.2,,
268,진도군,20201212,6.4,,
268,진도군,20201213,4.9,0,
268,진도군,20201214,-1,3.8,
268,진도군,20201215,-2.4,,
268,진도군,20201216,-1.5,0.1,
268,진도군,20201217,0.9,,
268,진도군,20201218,3.3,,
268,진도군,20201219,0.8,,
268,진도군,20201220,1.6,0.1,
268,진도군,20201221,2.5,,
268,진도군,20201222,3.5,,
268,진도군,20201223,4.6,,
268,진도군,20201224,6.7,,
268,진도군,20201225,4,,
268,진도군,20201226,3.2,,
268,진도군,20201227,7.8,9,
268,진도군,20201228,5.8,,
268,진도군,20201229,4.8,6.9,
268,진도군,20201230,-2,1.2,
268,진도군,20201231,-0.9,0.7,
268,진도군,20210101,1.9,2.1,
268,진도군,20210102,1.8,0.1,
268,진도군,20210103,0,,
268,진도군,20210104,1.1,,
268,진도군,20210105,1.7,0.1,
268,진도군,20210106,0,0.6,
268,진도군,20210107,-5.7,2.7,
268,진도군,20210108,-8.2,4.1,
268,진도군,20210109,-5.4,1.2,
268,진도군,20210110,-1.2,0.7,
268,진도군,20210111,-0.6,0,
268,진도군,20210112,2.2,0.3,
268,진도군,20210113,5,,
268,진도군,20210114,6.9,,
268,진도군,20210115,11.5,,
268,진도군,20210116,1.8,,
268,진도군,20210117,-0.2,0.7,
268,진도군,20210118,3.8,1.2,
268,진도군,20210119,-1,,
268,진도군,20210120,5.1,,
268,진도군,20210121,9.5,2.6,
268,진도군,20210122,8.7,1.3,
268,진도군,20210123,8.4,17.1,
268,진도군,20210124,8.3,,
268,진도군,20210125,7.1,,
268,진도군,20210126,7.3,5.3,
268,진도군,20210127,4.4,,
268,진도군,20210128,1.5,0.5,
268,진도군,20210129,-1.3,,
268,진도군,20210130,2.7,,
268,진도군,20210131,7.7,3.3,
268,진도군,20210201,9.6,21.6,
268,진도군,20210202,0.1,,
268,진도군,20210203,2,,
268,진도군,20210204,1.9,1.2,
268,진도군,20210205,3,,
268,진도군,20210206,6.7,,
268,진도군,20210207,6.8,,
268,진도군,20210208,1.6,,
268,진도군,20210209,1.6,,
268,진도군,20210210,2.3,,
268,진도군,20210211,4.8,,
268,진도군,20210212,7,,
268,진도군,20210213,8.1,,
268,진도군,20210214,9.4,0.2,
268,진도군,20210215,4.3,0,
268,진도군,20210216,2.5,0.6,
268,진도군,20210217,-2.1,4.3,
268,진도군,20210218,-0.2,0.7,
268,진도군,20210219,6.1,,
268,진도군,20210220,11.5,,
268,진도군,20210221,16.5,,
268,진도군,20210222,9.7,,
268,진도군,20210223,3.3,,
268,진도군,20210224,5.3,,
268,진도군,20210225,6.9,13.3,
268,진도군,20210226,8.6,2.1,
268,진도군,20210227,9.3,,
268,진도군,20210228,10.8,0.1,
268,진도군,20210301,11.8,41,
268,진도군,20210302,4.6,,
268,진도군,20210303,6.3,,
268,진도군,20210304,8.6,11.4,
268,진도군,20210305,9,,
268,진도군,20210306,7.2,,
268,진도군,20210307,8.1,,
268,진도군,20210308,7.2,,
268,진도군,20210309,7,,
268,진도군,20210310,9.7,,
268,진도군,20210311,10.8,7.4,
268,진도군,20210312,9.3,11.1,
268,진도군,20210313,8.4,,
268,진도군,20210314,7.7,,
268,진도군,20210315,11.7,0.3,
268,진도군,20210316,9.4,3.9,
268,진도군,20210317,7.9,,
268,진도군,20210318,9.7,,
268,진도군,20210319,11.7,1,
268,진도군,20210320,9.2,20.3,
268,진도군,20210321,7.4,,
268,진도군,20210322,8.2,,
268,진도군,20210323,9.1,,
268,진도군,20210324,10.5,,
268,진도군,20210325,11,,
268,진도군,20210326,13.1,,
268,진도군,20210327,15.6,45.9,
268,진도군,20210328,12.2,,
268,진도군,20210329,11.9,,
268,진도군,20210330,10.8,,
268,진도군,20210331,13.6,,
268,진도군,20210401,16.4,0.3,
268,진도군,20210402,18.1,,
268,진도군,20210403,15.7,6.5,
268,진도군,20210404,10.2,0.1,
268,진도군,20210405,10.8,,
268,진도군,20210406,11,,
268,진도군,20210407,11.6,,
268,진도군,20210408,11.3,,
268,진도군,20210409,12.9,,
268,진도군,20210410,11.7,,
268,진도군,20210411,13.9,,
268,진도군,20210412,14.6,53,
268,진도군,20210413,10,,
268,진도군,20210414,8.9,,
268,진도군,20210415,10.4,,
268,진도군,20210416,13.5,,
268,진도군,20210417,11.6,,
268,진도군,20210418,10.6,,
268,진도군,20210419,10.7,,
268,진도군,20210420,12,,
268,진도군,20210421,15.9,,
268,진도군,20210422,17.9,0,
268,진도군,20210423,20,,
268,진도군,20210424,17.7,,
268,진도군,20210425,15.7,,
268,진도군,20210426,15.6,,
268,진도군,20210427,15.2,,
268,진도군,20210428,16.1,,
268,진도군,20210429,16.2,3.1,
268,진도군,20210430,14.5,12.5,
268,진도군,20210501,11.9,14.6,
268,진도군,20210502,11.8,,
268,진도군,20210503,13.7,,
268,진도군,20210504,17.4,48.9,
268,진도군,20210505,13.9,,
268,진도군,20210506,14.7,,
268,진도군,20210507,16.6,,
268,진도군,20210508,15.2,,
268,진도군,20210509,16.4,,
268,진도군,20210510,18.2,,
268,진도군,20210511,19.7,,
268,진도군,20210512,20,,
268,진도군,20210513,19,,
268,진도군,20210514,20.4,0,
268,진도군,20210515,21.7,20.5,
268,진도군,20210516,19.9,45.6,
268,진도군,20210517,15.1,0.8,
268,진도군,20210518,16.2,,
268,진도군,20210519,19.4,,
268,진도군,20210520,16.2,13,
268,진도군,20210521,16.7,,
268,진도군,20210522,17.9,,
268,진도군,20210523,19.7,0,
268,진도군,20210524,17.6,0,
268,진도군,20210525,17.3,,
268,진도군,20210526,17.1,0.7,
268,진도군,20210527,16.9,0.6,
